exposure	outcome	method	nsnp	b	se	pval	Q	Q_pval
SPORT	TELOMERE	Simple mode	4	-0.0843230441550775	0.131092383899584	0.565859640507556		
SPORT	TELOMERE	Weighted median	4	-0.119901298019714	0.104203592760925	0.249878489633644		
SPORT	TELOMERE	Weighted mode	4	-0.0885184808100823	0.117399541793316	0.505636341808153		
PLATELET	TELOMERE	Inverse variance weighted	1200	-0.00768819432386402	0.00470270428094703	0.102081466881586	3838.36872818764	4.79734788518616e-273
PLATELET	TELOMERE	MR Egger	1200	-0.0149547550249897	0.00992411344843311	0.132097121211659	3836.15465538042	5.7404346491504e-273
PLATELET	TELOMERE	Simple mode	1200	-0.0110299692140305	0.013667008706327	0.419797322931408		
PLATELET	TELOMERE	Weighted median	1200	-0.00823081352734368	0.00518557871480152	0.112455872493463		
PLATELET	TELOMERE	Weighted mode	1200	-0.00564464208021653	0.00681499435071779	0.407683547731708		
PNEUMONIA_FIG_UKBB	TELOMERE	Inverse variance weighted	2	0.0632389132420503	0.0798450582750624	0.428348794194351	1.36640094031188	0.242431215716438
PROXLP	TELOMERE	Inverse variance weighted	23	0.0493458740478398	0.107489339689057	0.64617893633792	267.84006568313	3.81405774023677e-44
PROXLP	TELOMERE	MR Egger	23	-0.48615175692897	0.263358313475295	0.079041959713646	217.853558610998	1.07489620181121e-34
PROXLP	TELOMERE	Simple mode	23	-0.0500697174248073	0.0957603593938512	0.606294755850508		
PROXLP	TELOMERE	Weighted median	23	-0.102023614315298	0.0649912456506953	0.116460369651355		
PROXLP	TELOMERE	Weighted mode	23	-0.225004370540111	0.066396138494798	0.00264083707320809		
PSORIASIS_FIG_UKBB	TELOMERE	Inverse variance weighted	37	-0.00681156658545708	0.00588297242071039	0.246927546621059	50.1036527763039	0.0593068873038718
PSORIASIS_FIG_UKBB	TELOMERE	MR Egger	37	-0.0464073084744517	0.023329660947105	0.0545400384108608	46.0694189019459	0.0998143621680901
PSORIASIS_FIG_UKBB	TELOMERE	Simple mode	37	-0.0117261388321941	0.0134738242827709	0.389908074345175		
PSORIASIS_FIG_UKBB	TELOMERE	Weighted median	37	-0.0099488347556722	0.00736801969280318	0.176928573282544		
PSORIASIS_FIG_UKBB	TELOMERE	Weighted mode	37	-0.0129587965145871	0.0114439080202204	0.264962909300877		
RA_consortium	TELOMERE	Inverse variance weighted	69	-0.0105283142557728	0.0109550330421743	0.33652795751294	232.314907318283	8.02547399641274e-20
RA_consortium	TELOMERE	MR Egger	69	-0.0139043802922157	0.0301277571978972	0.645924822867721	232.264631334924	4.34706780862132e-20
RA_consortium	TELOMERE	Simple mode	69	-0.00230042265888242	0.020159385376357	0.909485468679313		
RA_consortium	TELOMERE	Weighted median	69	0.000522991306934715	0.0111684250911096	0.962650577007425		
RA_consortium	TELOMERE	Weighted mode	69	-0.00070170006484449	0.0116952639433382	0.952332693862907		
RBC	TELOMERE	Inverse variance weighted	832	0.0288935172502789	0.00654614556195964	1.01561763530221e-05	3394.63572754626	1.16345408774391e-305
RBC	TELOMERE	MR Egger	832	0.0319088925100759	0.0137546736120933	0.0205903018065343	3394.38154316898	6.32898870486787e-306
RBC	TELOMERE	Simple mode	832	0.0272196710669479	0.0210735400260584	0.196836965534921		
RBC	TELOMERE	Weighted median	832	0.00949292779577386	0.00814834323797927	0.244013631590685		
RBC	TELOMERE	Weighted mode	832	0.0159038412124066	0.00771621374915942	0.039604710698499		
REACTIME	TELOMERE	Inverse variance weighted	20	-0.158223246498247	0.0539419847051664	0.00335475342294513	70.1452561477163	8.70056070176039e-08
REACTIME	TELOMERE	MR Egger	20	-0.313808529979869	0.465112878747597	0.508444645197729	69.7057274412669	5.06798065447612e-08
REACTIME	TELOMERE	Simple mode	20	-0.0178683752601088	0.0829099358501431	0.831662072611332		
REACTIME	TELOMERE	Weighted median	20	-0.0844146203537274	0.0470257536926754	0.0726422067872726		
REACTIME	TELOMERE	Weighted mode	20	-0.030551395689205	0.0815088130222802	0.711943012442834		
REPLP	TELOMERE	Inverse variance weighted	86	-1.08787145186321e-05	0.00448336058813435	0.99806396347837	1343.01454721993	2.41880183726702e-225
REPLP	TELOMERE	MR Egger	86	-0.00900450410962878	0.0116841861850332	0.443072261665812	1331.9906541991	1.0649837680321e-223
REPLP	TELOMERE	Simple mode	86	0.00858395525922584	0.00490527520227755	0.0837368299718958		
REPLP	TELOMERE	Weighted median	86	0.00136915484596458	0.0022558877873929	0.543900641947053		
REPLP	TELOMERE	Weighted mode	86	0.00112109647028408	0.00251927142842693	0.657445004531773		
RETICULO	TELOMERE	Inverse variance weighted	722	-0.00766197453115055	0.0067034194178546	0.253040688474086	2691.4210141993	1.72331158620232e-224
RETICULO	TELOMERE	MR Egger	722	-0.0106645790783815	0.014760087414822	0.47020442010018	2691.22607176023	9.56572883831218e-225
RETICULO	TELOMERE	Simple mode	722	-0.00774125243481838	0.0213951436596006	0.717590408404143		
RETICULO	TELOMERE	Weighted median	722	0.00123781621248373	0.00708437760578947	0.861295907433588		
RETICULO	TELOMERE	Weighted mode	722	0.0117011346292111	0.00994963724310537	0.239968528425554		
RISKTAKE	TELOMERE	Inverse variance weighted	7	0.0373435513231874	0.0465529309617698	0.422452307994691	3.5363019197549	0.739133787338941
RISKTAKE	TELOMERE	MR Egger	7	0.529686574964824	0.406086676455093	0.248919618079245	2.04679212156566	0.842633314592645
RISKTAKE	TELOMERE	Simple mode	7	0.0820622747421158	0.0898857088181114	0.396463603334849		
RISKTAKE	TELOMERE	Weighted median	7	0.071552603091795	0.0596872008323235	0.230608415497505		
RISKTAKE	TELOMERE	Weighted mode	7	0.08580342945543	0.082924181407184	0.340690112066718		
SCZ_consortium	TELOMERE	Inverse variance weighted	176	-0.00684212924227454	0.00889019256290555	0.441521383662347	470.472026517082	6.56700876220794e-29
SCZ_consortium	TELOMERE	MR Egger	176	-0.158786778941969	0.0689336933058983	0.0224350387391735	457.486508340579	2.40282343565891e-27
SCZ_consortium	TELOMERE	Simple mode	176	-0.034684692656807	0.0311132111821816	0.266469090647041		
SCZ_consortium	TELOMERE	Weighted median	176	-0.0107599843836305	0.00886781717995699	0.224986621697336		
SCZ_consortium	TELOMERE	Weighted mode	176	-0.0306440617658309	0.0283073638675766	0.280498759269301		
SHBG	TELOMERE	Inverse variance weighted	650	-0.000221739290768828	0.00523203555701054	0.966194914842829	1795.19700577784	3.88557763630421e-108
SHBG	TELOMERE	MR Egger	650	-0.00994421078662722	0.0101215609358019	0.32623109664231	1791.7159776635	7.10784634497002e-108
SHBG	TELOMERE	Simple mode	650	0.00194751982288166	0.0158762959151046	0.902407663122325		
SHBG	TELOMERE	Weighted median	650	-0.00696624860377295	0.00593352069018438	0.240375090940982		
SHBG	TELOMERE	Weighted mode	650	-0.0111988635350647	0.00676054359340709	0.098103257319158		
SLE	TELOMERE	Inverse variance weighted	44	-0.00928768875659185	0.00591501419509784	0.116371205582166	128.205935687973	2.08819597464245e-10
SLE	TELOMERE	MR Egger	44	-0.0204638140909724	0.0156540632645599	0.19823866283109	126.41340904368	2.18614200928774e-10
SLE	TELOMERE	Simple mode	44	0.00394134667675128	0.0099991187916648	0.695404067221638		
SLE	TELOMERE	Weighted median	44	-0.00344658202427623	0.00550263323970084	0.531084480451615		
SLE	TELOMERE	Weighted mode	44	-0.0031403528509199	0.00721576413241787	0.665588693178977		
SLEEP	TELOMERE	Wald ratio	1	-0.0994259030485612	0.0415434515458627	0.0166976252790512		
SLEEPTIME	TELOMERE	Inverse variance weighted	59	0.0189920336904785	0.0374363581969698	0.611933672412145	243.040328757889	1.67058206133922e-24
SLEEPTIME	TELOMERE	MR Egger	59	-0.176488151308609	0.204751520557825	0.39231999634449	239.08475422371	3.70508795394772e-24
SLEEPTIME	TELOMERE	Simple mode	59	-0.103961844907735	0.0510995814670888	0.0464824010513588		
SLEEPTIME	TELOMERE	Weighted median	59	-0.0468978862277469	0.0291792056452955	0.108002483937423		
SLEEPTIME	TELOMERE	Weighted mode	59	-0.0553041192549398	0.0484998198670643	0.258850227545938		
SMOKINGST	TELOMERE	Inverse variance weighted	51	-0.0504605179277592	0.0176317285215249	0.00421089098252549	54.6935958967079	0.30095592146357
SMOKINGST	TELOMERE	MR Egger	51	-0.0729943104174348	0.105683571879554	0.493021028988101	54.6414186962945	0.268898722817972
SMOKINGST	TELOMERE	Simple mode	51	-0.0825090442575985	0.0627544897696785	0.194578917406529		
SMOKINGST	TELOMERE	Weighted median	51	-0.0552668387434071	0.0248141247842861	0.0259317025866465		
SMOKINGST	TELOMERE	Weighted mode	51	-0.0859769339064976	0.0580746874777338	0.145026169354815		
STROKE	TELOMERE	Inverse variance weighted	11	-0.262159663764627	0.07495315091371	0.000469381948734596	81.2403699432208	2.86703894083953e-13
STROKE	TELOMERE	MR Egger	11	-0.935592962186528	0.87017642565628	0.310273348213798	76.1343678287663	9.43203842940069e-13
STROKE	TELOMERE	Simple mode	11	-0.0683097666012981	0.0607493047101357	0.287087039062463		
STROKE	TELOMERE	Weighted median	11	-0.104137905637083	0.0507296787416866	0.0400919381633847		
STROKE	TELOMERE	Weighted mode	11	-0.0713083081660704	0.0510077436610276	0.192350638632749		
SUNP	TELOMERE	Inverse variance weighted	85	-0.0227021255908247	0.0118615822269117	0.0556303123848497	148.560634063195	1.80480059493662e-05
SUNP	TELOMERE	MR Egger	85	-0.0102696947199015	0.0255676080360811	0.688960618079062	148.022069574309	1.50499303326532e-05
SUNP	TELOMERE	Simple mode	85	0.00451614951982693	0.0293238597935198	0.877971750376825		
SUNP	TELOMERE	Weighted median	85	-0.0161251988401662	0.0142718551352445	0.258535203470115		
SUNP	TELOMERE	Weighted mode	85	-0.0136526974514577	0.0156129858334235	0.384369265987859		
SBP	TELOMERE	Inverse variance weighted	377	-0.0268142382204028	0.0111437056466861	0.0161184327094086	1185.5252278645	1.26701233154048e-84
SBP	TELOMERE	MR Egger	377	-0.013656693085674	0.0507534758571543	0.7880168949179	1185.30201007475	7.67848945386035e-85
SBP	TELOMERE	Simple mode	377	-0.00963027699127694	0.0363424304010915	0.791164569749496		
SBP	TELOMERE	Weighted median	377	-0.00877217832434298	0.0101411848242555	0.387035895882073		
SBP	TELOMERE	Weighted mode	377	0.00345762193714272	0.0314837246208513	0.912608721928153		
T1D	TELOMERE	Inverse variance weighted	65	-0.036138336716735	0.0115943031569495	0.00182760710315076	375.093500243269	1.50931556065986e-45
T1D	TELOMERE	MR Egger	65	-0.0218190044856367	0.0272044939071657	0.425546731896793	373.083983070233	1.4254066470374e-45
T1D	TELOMERE	Simple mode	65	-0.00945374392425158	0.0171025530101284	0.582347903492041		
T1D	TELOMERE	Weighted median	65	-0.00087159072454817	0.00877923762886663	0.920917041726044		
T1D	TELOMERE	Weighted mode	65	0.0047561727405695	0.00831794984664509	0.569462910101832		
TDI	TELOMERE	Inverse variance weighted	3	-0.180456057113742	0.0824826192323662	0.0286836590296635	1.41128284893022	0.493791742550861
TDI	TELOMERE	MR Egger	3	-0.774477724515026	1.0019110617075	0.58106622054548	1.04229273950121	0.307288840272539
TDI	TELOMERE	Simple mode	3	-0.244044650377501	0.121557368071006	0.182466355653206		
TDI	TELOMERE	Weighted median	3	-0.235611814684341	0.103136537621378	0.0223442148532908		
TDI	TELOMERE	Weighted mode	3	-0.243613953728163	0.118491723030703	0.176097054276766		
TEST	TELOMERE	Inverse variance weighted	178	-0.00967280183218283	0.00919978782528799	0.29306768445076	339.995732568014	2.22806262216194e-12
TEST	TELOMERE	MR Egger	178	-0.00265711542894371	0.0194845041834525	0.891684098271937	339.673297610327	1.72335908297115e-12
TEST	TELOMERE	Simple mode	178	-0.0017450730766907	0.0244327994360065	0.943141441850565		
TEST	TELOMERE	Weighted median	178	-0.00207637834000002	0.0111972841540817	0.852887161277519		
TEST	TELOMERE	Weighted mode	178	0.00420568897646167	0.0125544352166556	0.738024572377051		
TRI	TELOMERE	Inverse variance weighted	624	0.0181716802305732	0.0052686668896214	0.000562647667819451	1532.92072092112	2.55585808033321e-78
TRI	TELOMERE	MR Egger	624	0.0398313766285435	0.00975293992164272	5.00437037512985e-05	1516.01155806428	2.47032159873392e-76
TRI	TELOMERE	Simple mode	624	0.0155689462389446	0.0156922274025476	0.321512558403499		
TRI	TELOMERE	Weighted median	624	0.0335347894288354	0.00601428561576501	2.46315882425153e-08		
TRI	TELOMERE	Weighted mode	624	0.0345577631520018	0.00650829009088676	1.52874939102413e-07		
TOTPROT	TELOMERE	Inverse variance weighted	481	-0.0234592296657819	0.00770022806343758	0.0023147399035094	1350.20355264676	9.69074275640464e-84
TOTPROT	TELOMERE	MR Egger	481	0.0329957397605048	0.0215875077589055	0.127057309415161	1328.51422980807	6.26417232915883e-81
TOTPROT	TELOMERE	Simple mode	481	-0.026917433566477	0.022530645001386	0.232793002741682		
TOTPROT	TELOMERE	Weighted median	481	-0.00462185698450272	0.00806871147333655	0.566771806159605		
TOTPROT	TELOMERE	Weighted mode	481	0.00989872385948254	0.0132264733644784	0.454584040883599		
URATE	TELOMERE	Inverse variance weighted	677	-0.0420491288884239	0.00490042271704923	9.42855288610035e-18	1693.91054952586	9.19813213674957e-89
URATE	TELOMERE	MR Egger	677	-0.0457498547869939	0.00903094751038545	5.25225883211154e-07	1693.31322156633	6.94364301138973e-89
URATE	TELOMERE	Simple mode	677	-0.0467594578884967	0.0142414199751686	0.00107868597737313		
URATE	TELOMERE	Weighted median	677	-0.0395106164682226	0.00584771938053455	1.41281540705151e-11		
URATE	TELOMERE	Weighted mode	677	-0.0387290359959657	0.00648297731925893	3.7441222234786e-09		
UREA	TELOMERE	Inverse variance weighted	306	-0.00772092477304464	0.00867023923144837	0.373192718134145	664.589428360905	8.56984583654193e-29
UREA	TELOMERE	MR Egger	306	-0.0281841127386403	0.0246380901924575	0.253554925666548	662.872522356749	9.24058362569859e-29
UREA	TELOMERE	Simple mode	306	-0.0239079719272752	0.0342904531098921	0.486196546247553		
UREA	TELOMERE	Weighted median	306	-0.0132868260677612	0.0100968670601863	0.188195683505459		
UREA	TELOMERE	Weighted mode	306	-0.0544315612221411	0.0226363776536645	0.0167857726082392		
VALVE_FIG	TELOMERE	Inverse variance weighted	6	-0.0184892609286744	0.020169768699242	0.359309378538288	2.44334871560114	0.785001643201846
VALVE_FIG	TELOMERE	MR Egger	6	-0.0308225330033116	0.11042911323287	0.793992549581932	2.43044469670894	0.657132526063782
VALVE_FIG	TELOMERE	Simple mode	6	-0.0113468861162038	0.0352701601300352	0.760684187889022		
VALVE_FIG	TELOMERE	Weighted median	6	-0.0128669912926078	0.0234447634474135	0.583127923332803		
VALVE_FIG	TELOMERE	Weighted mode	6	-0.0132625515122237	0.0330260543540822	0.704583195701489		
VEGETABLE	TELOMERE	Inverse variance weighted	2	0.0922355810074383	0.0984719466868073	0.348929049885907	0.00858564901004504	0.92617464701632
VITD	TELOMERE	Inverse variance weighted	211	-0.00260374417685609	0.00723327812392199	0.718871527451465	374.081330695238	2.42261302192444e-11
VITD	TELOMERE	MR Egger	211	0.00645395975761739	0.0136207749735595	0.63611427634954	372.981392538615	2.30592179091057e-11
VITD	TELOMERE	Simple mode	211	-0.00368681161956064	0.0185278682571931	0.842465155055194		
VITD	TELOMERE	Weighted median	211	-0.00130863176698381	0.00943067037991735	0.889637126673558		
VITD	TELOMERE	Weighted mode	211	0.00244094344247425	0.00925409099442959	0.792216481241466		
WAIST	TELOMERE	Inverse variance weighted	462	-0.0364513257801495	0.0102910443980344	0.000397040159288487	1423.69546345033	8.53527340015113e-99
WAIST	TELOMERE	MR Egger	462	-0.00199482100905848	0.0395809700625022	0.959826718148988	1421.18431361435	1.13574651182124e-98
WAIST	TELOMERE	Simple mode	462	-0.0622064351587415	0.0367923919553608	0.091562057225183		
WAIST	TELOMERE	Weighted median	462	-0.0495593243622261	0.0106965201451228	3.60022678285307e-06		
WAIST	TELOMERE	Weighted mode	462	-0.0667967866538539	0.0234375405514356	0.00456795968389895		
WATER	TELOMERE	Inverse variance weighted	33	0.0412083860716864	0.0365785209585828	0.259922921519224	98.9441822230883	9.23183380449506e-09
WATER	TELOMERE	MR Egger	33	0.145705138984123	0.122679055036984	0.243974875874796	96.4646097372773	1.22106705710489e-08
WATER	TELOMERE	Simple mode	33	0.0722474970498625	0.0716288064791511	0.320714932175801		
WATER	TELOMERE	Weighted median	33	0.0138139086288695	0.0345556223076819	0.689334295638587		
WATER	TELOMERE	Weighted mode	33	0.0900043731957242	0.0572542776641135	0.125784445205758		
WBC	TELOMERE	Inverse variance weighted	686	-0.0418105910673465	0.00721105146156573	6.70597225153362e-09	2166.1215666346	4.20344096633336e-153
WBC	TELOMERE	MR Egger	686	-0.0849402382865986	0.0196476960439449	1.76674845739708e-05	2148.6462720969	9.32326527116556e-151
WBC	TELOMERE	Simple mode	686	-0.00534943860590653	0.0257832563301938	0.835698837916981		
WBC	TELOMERE	Weighted median	686	-0.0307801528794537	0.00822184483661377	0.000181327299060384		
WBC	TELOMERE	Weighted mode	686	-0.0181950736641301	0.0166285354249517	0.274248449069471		
WEIGHT	TELOMERE	Inverse variance weighted	128	0.0466307292978791	0.0153542590496069	0.00238953480669613	442.112542833625	1.88132203135827e-36
WEIGHT	TELOMERE	MR Egger	128	0.0524202449647139	0.062979439019874	0.406792402515957	442.08100394317	1.01066550536537e-36
WEIGHT	TELOMERE	Simple mode	128	0.0239703142329097	0.0363427305563272	0.510728685546505		
WEIGHT	TELOMERE	Weighted median	128	0.0352993213302514	0.0136881849824001	0.00991393497272892		
WEIGHT	TELOMERE	Weighted mode	128	0.0469332310029252	0.0305653452831114	0.12714749227384		
WHR	TELOMERE	Inverse variance weighted	699	-0.0197888016037213	0.00975263697611921	0.0424509678931426	1930.80741315269	3.96169322118617e-116
WHR	TELOMERE	MR Egger	699	0.0240646634769198	0.0347124904304705	0.488379468001236	1926.01962237958	1.10075269283927e-115
WHR	TELOMERE	Simple mode	699	-0.0211590163072888	0.0406806195612331	0.603141220060039		
WHR	TELOMERE	Weighted median	699	-0.013042001515272	0.0100491628770101	0.194349299686604		
WHR	TELOMERE	Weighted mode	699	0.00651995931591598	0.0348674702928843	0.851720764043737		
WHRADJBMI	TELOMERE	Inverse variance weighted	756	0.0163706554908052	0.00761381780033883	0.0315453754126126	1656.37022190603	2.04425670824954e-69
WHRADJBMI	TELOMERE	MR Egger	756	0.0395025889183722	0.0232688876391268	0.0899851636408832	1653.94252075309	2.67425510722818e-69
WHRADJBMI	TELOMERE	Simple mode	756	0.0169614666134346	0.0333168395475773	0.610833749069405		
WHRADJBMI	TELOMERE	Weighted median	756	0.0195415721169115	0.00885141334268752	0.0272627745045143		
WHRADJBMI	TELOMERE	Weighted mode	756	0.0216088267735495	0.0196577119243208	0.272007501052968		
EDUAGE	TELOMERE	Inverse variance weighted	362	0.0747869069156517	0.00942893793724377	2.16276957877175e-15	810.226295562436	1.58205363033597e-36
EDUAGE	TELOMERE	MR Egger	362	0.247028945941317	0.0515003556670007	2.36670337926882e-06	785.014023688818	1.12233214069199e-33
EDUAGE	TELOMERE	Simple mode	362	0.0386966602282087	0.0404596868278758	0.339497548433543		
EDUAGE	TELOMERE	Weighted median	362	0.0690107068770267	0.00948493866294168	3.44322328707547e-13		
EDUAGE	TELOMERE	Weighted mode	362	0.0293574969933855	0.0386200550334393	0.447653937028251		
SMOKECES	TELOMERE	Inverse variance weighted	8	-0.142097617426093	0.0379629913189202	0.000181795407287184	6.88514792018607	0.440935503042246
SMOKECES	TELOMERE	MR Egger	8	-0.133440919439423	0.155438078549424	0.423589104326825	6.88132947526484	0.331961436306863
SMOKECES	TELOMERE	Simple mode	8	-0.141094457213824	0.0782734448327321	0.114450770056556		
SMOKECES	TELOMERE	Weighted median	8	-0.126632063642648	0.0525409096139599	0.0159454719008241		
SMOKECES	TELOMERE	Weighted mode	8	-0.118907132572797	0.0623736940809915	0.098281437443491		
